00044741,"無法連上《戰地風雲》的伺服器，無法取得伺服器資訊。請稍後再試。"
0FE1533B,"斥候精英武器戰鬥包內含四個項目。每一包會給你幾個斥候精英專用附掛，直到你解鎖了全部。"
0FEC3375,"有遊戲更新可供下載。你要現在更新嗎？"
0FF07D2B,"開始"
0FF4F276,"[BF1]少校IX | [BF4]上尉III"
1003E661,"剩餘時間："
1008C18E,"[BF1]您尚未達到榮譽門檻，無法加入。 | [BF4]你沒有所需的最低榮譽，無法加入。"
101CAFC9,"跳過"
1022B42B,"[BF1]切換玩家資訊可見度 | [BF4]切換玩家資訊能見度"
10380DD2,"白銀戰鬥包"
1039139B,"使用M98B擊殺500人"
103E7D9D,"M98B大師狗牌"
103F7B55,"[BF1]您尚未預定任何電子競技比賽。比賽要進行數回合，可根據玩家名冊來安排。欲在您控制的伺服器上建立比賽，請前往 Battlelog 網站（battlelog.battlefield.com），或參加《戰地風雲》比賽。 | [BF4]你尚未預定任何電子競技比賽。比賽要進行數回合，可根據玩家名冊來安排。欲在你控制的伺服器上建立比賽，請前往Battlelog網站（battlelog.battlefield.com），或參加《戰地風雲》比賽。"
104006F1,"代表約旦的狗牌"
104570F3,"約旦"
104B0FEA,"GEOMETRICS"
1054D7B1,"沒有可下載內容"
10553B05,"對不起，目前沒有可下載內容，請稍後再試一次"
10771A41,"以指揮官身分部署2架空中戰艦"
1077485C,"[BF1]羅曼尼據點 | [BF4]前哨站"
107C8443,"指揮官空中砲艇勳帶"
1081F631,"92式手槍武器戰鬥包內含四個項目。每一包會給你幾個92式手槍專用附掛，直到你解鎖了全部。"
10A12973,"滑鼠"
10A94C18,"SUPPORT SERVICES"
10AE0BBE,"倒地後可救助時間百分比"
10B210E6,"本伺服器已啟用密碼保護功能。輸入密碼後即可連線。"
10BB8198,"SENIOR PROJECT MANAGER"
10C1B768,"快速隱匿"
10C4AC5E,"河邊"
10CC71E2,"幫助鄧恩"
10D0C9C6,"開放指揮官"
10E99648,"單人模式專屬狗牌"
10EF004A,"狂風暴雨狗牌"
10F4C54D,"摧毀"
10F6A403,"解開小任務即可解開這種狗牌"
10FA2BD1,"[BF1]選擇欲邀請的好友 | [BF4]選擇想邀請的好友"
10FC0E05,"霰彈槍之牆狗牌"
10FFD157,"即時視角"
11019BF2,"遊戲選單"
11254C08,"[BF1]已套用您目前的設定重新啟動伺服器。 | [BF4]已用你目前的設定重新啟動伺服器。"
11417FE2,"下次重生時使用支援兵"
1151D7AC,"BATTLELOG"
1159534C,"左/右 偏擺"
116B81EE,"代表香港的狗牌"
1170EBF0,"香港"
11761661,"向右偏擺"
11762758,"向左偏擺"
1186DFF8,"准將"
11BA71B3,"[BF1]您的 EA 帳號 | [BF4]你的Origin帳號（EA）"
11D0CC49,"ADDITIONAL TECHNICAL DIRECTORS"
11D53E0E,"裝備配件"
11F1FCE1,"小隊"
11F97441,"找方法穿過都市返回河邊。"
12001528,"[BF1]您已被禁止使用該伺服器。 | [BF4]你已被禁止使用該伺服器。"
120538D3,"兵力值百分比"
120883ED,"矮子12口徑霰彈槍武器戰鬥包內含四個項目。每一包會給你幾個矮子12口徑霰彈槍專用附掛，直到你解鎖了全部。"
12171883,"熱誘彈"
121E69F7,"LEAD DESTRUCTION ARTIST"
122D9EA1,"使用CZ-3A1擊殺500人"
122F079E,"[BF1]右 SHIFT | [BF4]右SHIFT"
12326764,"最熱門"
123308A3,"CZ-3A1大師狗牌"
1236D949,"."
123D1954,"所有《裝甲之怒》地圖僅能以突襲模式操作。"
124A1B17,"[BF1]少校X | [BF4]上尉IV"
124C0CCB,"[BF1]您已檢舉此圖章。 | [BF4]你已檢舉此圖章。"
125ED083,"分享使用資訊"
126F0A3E,"向左翻滾"
127586C1,"加入遊戲"
127CB9C3,"遊戲時間"
127F0E65,"摧毀火砲"
128E3C3C,"使用SRR-61擊殺500人"
1293A63E,"SRR-61大師狗牌"
12952F92,"代表哈薩克的狗牌"
1297AF50,"載入失敗"
12989A98,"RPK-12武器戰鬥包內含四個項目。每一包會給你幾個RPK-12專用附掛，直到你解鎖了全部。"
129A9994,"哈薩克"
12A1A84E,"HVM-II勤務之星"
12AEA489,"PROJECT MANAGER"
12AEC44B,"所鎖定的小隊將可在一分鐘內加速部署。"
12C85B5B,"[BF1]色盲玩家可以依感覺選擇各隊伍顯示圖示差異最大的顏色。 | [BF4]若你為色盲，你可以選擇你覺得讓各隊伍的顯示圖示差異最大的顏色。"
12C96F47,"減速"
130B1FDF,"DICE SENIOR PRODUCER"
131898E1,"預設空白狗牌"
131E02E3,"預設狗牌"
13375DDF,"[BF1]此款手榴彈會在撞擊時立即引爆。 | [BF4]撞擊表面後不久即爆炸的俄國RGO觸發手榴彈。爆炸威力較低尺寸也較小的手榴彈。"
133EBEE9,"單人模式專屬狗牌"
134428EB,"無法升空狗牌"
134BCCA4,"解開小任務即可解開這種狗牌"
135136A6,"瑞典鋼鐵狗牌"
136FD76C,"[BF1]抬頭顯示可見度 | [BF4]抬頭顯示開關"
1382B99E,"小隊"
1383D31D,"地圖"
1386FCB0,"HTC CDS"
138BA4F9,"鎖定地面載具"
138D8E47,"切換望遠鏡"
13A03385,"[BF1]25% 經驗值加乘 | [BF4]25%經驗值加乘"
13A033E3,"[BF1]50% 經驗值加乘 | [BF4]50%經驗值加乘"
13D889FE,"前往升降梯"
13DC0899,"准將II"
13E22A71,"SAR-21武器戰鬥包內含四個項目。每一包會給你幾個SAR-21專用附掛，直到你解鎖了全部。"
13F651FA,"組態/伺服器類型組合無效。"
13F8B3E5,"渡輪控制項"
13FDA5D9,"SCAR-H武器戰鬥包內含四個項目。每一包會給你幾個SCAR-H專用附掛，直到你解鎖了全部。"
140626BD,"{0:d} {0:~}前結束"
1410F0A0,"關門"
14236A6B,"IMAGINATION STUDIOS FACIAL ANIMATOR"
1424002C,"GM"
14240075,"IT"
1424016A,"QA"
1424021E,"VP"
1435126D,"EA RELEASE AND PRESERVATION MANAGEMENT"
1457A5F7,"[BF1]本裝備除了預設的視鏡放大等級外，會額外增加14X的放大等級。 | [BF4]本配件會在你的預設視鏡放大等級額外增加14倍的放大等級。"
146B6B83,"突破重圍"
1482C742,"使用P90擊殺500人"
148611B9,"軍備選單上方的軍備是你的總部軍備，而且永遠可以使用，除非正處於部署後的冷卻狀態。"
14883144,"P90大師狗牌"
14A4FE00,"你可以利用小隊名單選擇特定小隊隊員進行部署。選擇你欲部署的小隊隊員並按下："
14A61301,"SPECIAL THANKS"
14B45214,"《戰地風雲4》HD高畫質內容"
14C72516,"相對鏡頭前後"
14E08986,"[BF1]已消滅旗幟 | [BF4]旗幟已恢復"
14E5F9A8,"[BF1]請輸入伺服器的歡迎訊息。此訊息在玩家加入伺服器時會顯示，限 255 個字元。 | [BF4]請輸入伺服器的歡迎訊息。此訊息在玩家加入伺服器時會顯示，歡迎訊息最長為255個字元。"
14E7914C,"武器配件"
14EA5833,"代表肯亞的狗牌"
14EFC235,"肯亞"
150E33DD,"LOCALIZATION VOICE TALENT"
150E6449,"[BF1].357mm 麥格農 | [BF4].357麥格農"
1515CB86,"SRR-61武器戰鬥包內含四個項目。每一包會給你幾個SRR-61專用附掛，直到你解鎖了全部。"
1517A08F,"[BF1]伯父 | [BF4]Uniform"
151EFB79,"[BF1]在左方檢視並變更裝備的物品。詳細物品資訊顯示在右方。 | [BF4]在左方檢視並更改配備的項目。詳細項目資訊顯示在右方。"
153621DA,"搶攻"
15422BC4,"[BF1]利用五張特價主題數位資料片拓展您的《戰地風雲》體驗。在《中國崛起》中為稱霸全中國大陸而戰。在《再次進擊》中重訪四張《戰地風雲3》中最受歡迎的地圖，現已經過 Frostbite 3 強力重新描繪。在《海軍風暴》中體驗鮮活海上作戰，中國艦隊將戰場轉移至海上，美軍則在《龍之獠牙》中全面展開城市戰反擊。這場戰爭將在《最終反擊》中畫下轟轟烈烈的句點。 | [BF4]利用五張特價主題數位資料片拓展你的《戰地風雲》體驗。在《中國崛起》中為稱霸全中國大陸而戰。在《再次進擊》中重訪四張《戰地風雲3》中最受歡迎的地圖，現已經過Frostbite 3強力重新描繪。在《海軍風暴》中體驗鮮活海上作戰，中國艦隊將戰場轉移至海上，美軍則在《龍之獠牙》中全面展開城市戰反擊。這場戰爭將在《最終反擊》中畫下轟轟烈烈的句點。"
15422BC5,"[BF1]您可在兩週前提早遊玩每一個資料片，搶佔競爭先機。 | [BF4]你可在兩週前提早遊玩每一個資料片，並加入激烈的戰鬥。"
15422BC6,"[BF1]使用專屬的迷彩、載具、武器塗裝、徽章、狗牌，以及更多內容來個人化您的《戰地風雲 4》遊戲體驗，展現您的個人風格。 | [BF4]使用專屬的迷彩、載具、武器塗裝、圖章、狗牌，以及更多內容來個人化你的《戰地風雲4》遊戲體驗，展現你的個人風格。"
15422BC7,"[BF1]伺服器等待佇列的優先權能讓你更快加入戰鬥。 | [BF4]擁有更優先的伺服器佇列的排序，就能更早加入戰鬥。"
15422BC8,"持續獲得新的內容補給或參加專屬的每週高級活動。"
15422BC9,"[BF1]利用12套獎勵黃金戰鬥包取得更多自訂選項和經驗值加乘。高級會員在《戰地風雲4》起初12個月內將每月獲得一套黃金戰鬥包。 | [BF4]利用12套獎勵黃金戰鬥包取得更多自訂選項和經驗值加乘。高級玩家在《戰地風雲4》起初12個月內將每月獲得一套黃金戰鬥包。"
15478742,"次要"
154E0283,"完成小隊協助擊殺"
15567F98,"SVD-12武器戰鬥包內含四個項目。每一包會給你幾個SVD-12專用附掛，直到你解鎖了全部。"
155D1FC2,"[BF1]你可以使用網路通話與其他隊員通話。只有指揮官一人能與任何小隊通話。欲將一名玩家設為靜音，請選擇玩家姓名旁的圖示並按下： | [BF4]你可以使用語音與其他隊員通話。只有指揮官一人能與任何小隊通話。欲將一名玩家設為靜音，請選擇玩家姓名旁的圖示並按下："
15630FE2,"[BF1]請建立一個 EA 帳號或是登入您現有的帳號。您的密碼長度需由 8-16 個字元組成，並包含至少一個小寫字母、一個大寫字母、以及一個數字。 | [BF4]請建立?Origin帳號（EA）?或是登入你現有的帳號。你的密碼長度需介於8-16個字元間，並包含至少一個小寫字母、一個大寫字母、以及一個數字。"
1565B51A,"你和你的隊伍將於限時內可看見地圖上所有載具部隊。"
157E5E02,"代表丹麥的狗牌"
1583C804,"丹麥"
1593E78A,"單人模式專屬狗牌"
1599518C,"困獸之鬥狗牌"
159D7FE4,"選單"
15A0F545,"解開小任務即可解開這種狗牌"
15A1C189,"EA TECH CORE"
15A29CA8,"協助擊殺"
15A65F47,"中國製造狗牌"
15BE3148,"地獄火"
15DDA96C,"[BF1]請稍候…安裝已完成 {0:d}% | [BF4]請稍候...安裝已完成{0:d}%"
161C2926,"每分鐘平均分數"
1631313A,"准將III"
165CF72B,"[BF1]少尉 | [BF4]一等士官長V"
167AD850,"這種組態可以在「排名」、「無排名」、「私人」伺服器上使用。"
16805352,"[BF1]設定搖桿的靈敏度。數值低則表示輕推即可啟動。 | [BF4]設定搖桿的靈敏度。數值低則表示輕推即可啟動。設定數值對搖桿來說若是太低，放開搖桿時將稍有瞄準偏移現象，也無法再用滑鼠瞄準。若是發生這種情況，請慢慢提高數值，直到偏移消失並可以使用滑鼠瞄準為止。"
1691E2F3,"衝刺"
169600B4,"無法儲存伺服器組態。請再試一次。"
169DDAA6,"活動"
16AD8BF2,"連接微型無人偵察機"
16CAA707,"搶攻"
16D104CD,"DICE DICE QUALITY ASSURANCE"
16DB3A5A,"軍備選單右方的軍備是目標軍備，你只能在你的隊伍控制該軍備所屬的目標時才能使用。"
16E795E9,"啟用或停用該伺服器以鎖定小隊，使每隊有相同數量的玩家。"
170C56D6,"GOS PRODUCTIONS PRODUCTION COORDINATORS"
17123270,"CORE GAMEPLAY"
171E9F96,"錯誤"
17230C47,"ADDITIONAL DEVELOPMENT"
17329EF4,"武器"
173F80D4,"代表吉里巴斯的狗牌"
1744EAD6,"吉里巴斯"
17528028,"[BF1]顯示 BATTLELOG | [BF4]顯示BATTLELOG"
17549AA7,"伺服器設定"
1765439D,"SOCIAL COMMUNITY ONLINE MARKETING GLOBAL D2C COMMUNITY LEAD"
17760036,"顯示戰鬥包"
17900919,"地圖視角"
1791C355,"無法連接到Battlelog，請再試一次。"
17A71561,"USER EXPERIENCE PRODUCER"
17A757AC,"殲滅"
17B871F5,"MANAGING DIRECTOR"
17CB9605,"檢查資料"
17D386A3,"代表吉布地的狗牌"
17D8F0A5,"吉布地"
17E1C797,"設定出現核對總和錯誤"
17E9102B,"單人模式專屬狗牌"
17EDB2E7,"兵營"
17EE7A2D,"濺血逃獄狗牌"
17F61DE6,"解開小任務即可解開這種狗牌"
17FB87E8,"俄羅斯鉛狗牌"
17FBBF97,"滑鼠滾輪"
1805DD5A,"GOS PRODUCTIONS"
180C20A9,"[BF1]按住以撿起{0:~} | [BF4]按住撿起{0:~}裝備"
1812CA8C,"自訂"
1817CA4C,"消光器"
182B9C9B,"IMAGINATION STUDIOS SENIOR ANIMATOR"
1830F14D,"ART DIRECTORS"
1832FDC7,"視鏡"
1837A438,"前三項進度"
1839AECD,"TYPE-95B-1勤務之星"
1839BB90,"TYPE-95B-1勤務之星"
183EA49C,"[BF1]此數值控制玩家從死後到可被急救的時間。 | [BF4]此數值控制玩家從死後到可重生的時間。"
18638854,"需要醫療"
1866EC6C,"DICE GAMEPLAY DESIGNER"
1867F8B8,"敵方空中砲艇出動"
188659DB,"准將IV"
188DB961,"[BF1]快速配對 | [BF4]快速遊戲"
188ED9CE,"請求命令"
18B21FCC,"[BF1]少尉II | [BF4]四級准尉"
18C62EC6,"打開配備箱"
18D00215,"[BF1]瑞福 | [BF4]Redford"
18D0F66A,"無法儲存伺服器設定。使用{1:s}組態時無法將伺服器類型設定為{0:s}。"
18D78038,"下懸"
18EF5C7A,"[BF1]顯示多人模式排行榜，以多人模式得分排序 | [BF4]顯示多人遊戲排行榜，以多人遊戲得分排序"
19021090,"ADDITIONAL WEAPON ARTIST"
190375EF,"環繞"
190D4198,"是否重新部署？"
1916F577,"我的電腦"
19198AED,"[BF1]變更畫面組態。選擇自訂各項設定。 | [BF4]更改畫面組態。選擇自訂各項設定。"
192BC38C,"使用HVM-II擊殺100人"
192F3374,"殲滅勤務之星"
193062FB,"軍備選單下方的軍備是你的小隊軍備，利用它們指揮、增援、支援你的小隊。"
194AD2DE,"[BF1]來自[personaname]的訊息 | [BF4]訊息來自[personaname]"
19504B22,"選擇動態環境遮蔽的方式，HBAO品質最高但也最耗效能。"
19556F2F,"[BF1]已摧毀載具 | [BF4]載具摧毀"
19648943,"UMP-45武器戰鬥包內含四個項目。每一包會給你幾個UMP-45專用附掛，直到你解鎖了全部。"
19725CA2,"好友"
19751596,"餐廳"
19766D58,"HANSEN CASTING DIRECTOR"
19918E1E,"左/右 駕駛"
1994A975,"代表北韓的狗牌"
199A1377,"北韓"
19AD115D,"階級{0:d}"
19AE03CE,"[BF1]在 1 小時實際遊戲時間內每次得分都額外獲得 200% 分數！分數將在回合結束時加入。 | [BF4]在一小時實際遊戲時間內每次得分都額外獲得200%分數！分數將在回合結束時加入。"
19C1F7EB,"PAYROLL CLERK"
19C785CC,"無法邀請。"
19E5AE3C,"UTS 15武器戰鬥包內含四個項目。每一包會給你幾個UTS 15專用附掛，直到你解鎖了全部。"
1A0C2572,"[BF1]觀眾 | [BF4]旁觀者"
1A0FC99F,"[BF1]切換控制裝置可見度 | [BF4]切換控制裝置能見度"
1A123D10,"套用影像設定"
1A241CF9,"搶攻佔領"
1A28AF44,"代表多米尼克的狗牌"
1A2E1946,"多米尼克"
1A3E38CC,"單人模式專屬狗牌"
1A43A2CE,"反抗軍狗牌"
1A4B4687,"解開小任務即可解開這種狗牌"
1A50B089,"美國經典狗牌"
1A584A6F,"AMR-2 CQB武器戰鬥包內含四個項目。每一包會給你幾個AMR-2 CQB專用附掛，直到你解鎖了全部。"
1A5873F3,"AMR-2 MID武器戰鬥包內含四個項目。每一包會給你幾個AMR-2 MID專用附掛，直到你解鎖了全部。"
1A613DF0,"重新開始遊戲嗎？"
1A89E9F6,"[BF1]獲得突襲勳帶 50 次 | [BF4]獲得突襲勳帶50次"
1A8DE68E,"法國"
1A8F53F8,"突襲勳章"
1A97BD0A,"載具"
1AA1E4E5,"DICE RECEPTIONIST"
1AA3A63F,"配備箱"
1AAE306F,"使用M1161咆哮者擊殺500人"
1AAE686A,"使用870 MCS擊殺100人"
1AB38F7A,"重設教學"
1AB39A71,"[BF1]M1161咆哮者大師狗牌 | [BF4]M1161 ITV大師狗牌"
1ADB827C,"准將V"
1AF3FFEE,"載入加乘"
1AF4AA16,"高級內容"
1AF647FE,"戰地風雲4"
1AFC1ECB,"對不起，目前沒有可下載內容，請稍後再試一次"
1AFC9DE8,"對不起，目前沒有可下載內容，請稍後再試一次"
1B07486D,"[BF1]少尉III | [BF4]四級准尉II"
1B1FF4D6,"按住可離開載具"
1B242285,"重新部署"
1B33E426,"拯救加里森"
1B5710C1,"翻滾/視點"
1B5C53E7,"PLR SOLDIER 1"
1B5C53E9,"PLR SOLDIER 3"
1B5C53EA,"PLR SOLDIER 4"
1B6A230D,"[BF1]透過快速訊息請求回復生命值、彈藥、修理、或指令。如欲開啟快速訊息，請按住： | [BF4]透過通訊選單請求補血、彈藥、修理、或指令。如欲開啟通訊選單，請按住："
1B6A6A06,"EA GLOBAL IT SENIOR MANAGER SERVICE OPERATIONS"
1B7B2143,"在《戰地風雲》史上最棒的地圖上，體驗招牌遊戲模式。"
1B7C9CFC,"ADDITIONAL SOUND DESIGNERS"
1B844F6A,"重新補給中"
1B84D9AA,"[BF1]目前共有 [{1:d}] 人等候，您排第 [{0:d}] 位 | [BF4]目前共有 [{1:d}] 人等候，你排第 [{0:d}]位"
1B8B7E54,"{0:d} Microsoft? Points"
1BA42D94,"[BF1]告訴玩家您伺服器的特色！限 255 個字元。 | [BF4]告訴玩家你伺服器的特色！上限為255個字元。"
1BA5766E,"切換視角模式"
1BA5C748,"設定檔"
1BBE8F95,"[BF1]存檔已損壞，您要覆蓋嗎？ | [BF4]存檔已損壞，你要覆蓋嗎？"
1BC3A055,"HTC CDS TECHNICAL DIRECTOR"
1BD37C6D,"向前移動"
1BD37D43,"向右移動"
1BD86EB3,"總回合加乘"
1BE1FC8E,"遊客中心"
1BE9D216,"代表南韓的狗牌"
1BEF3C18,"南韓"
1BF74DBC,"伺服器瀏覽器錯誤"
1C016CB3,"SENIOR QA MANAGER"
1C2B5CC0,"[BF1]命中標示 | [BF4]命中指示器"
1C3A5061,"95-1式自動步槍武器戰鬥包內含四個項目。每一包會給你幾個95-1式自動步槍專用附掛，直到你解鎖了全部。"
1C469AC9,"密碼"
1C476B34,"USER EXPERIENCE ARTIST"
1C479624,"地圖循環"
1C5DD0DC,"將玩家禁玩"
1C653835,"裝置不支援"
1C74E40F,"SYSTEMS ENGINEERS"
1C7DD7E5,"代表多明尼加共和國的狗牌"
1C8341E7,"多明尼加共和國"
1C8B8797,"電子郵件地址"
1C8B87B3,"隊伍"
1C8B87B4,"敵人"
1C8B87B5,"擊殺敵人"
1C8B87B6,"保護隊友"
1C936DEF,"拯救美國瓦爾基麗號"
1C95301A,"MILITARY ADVISOR"
1C9A4E16,"自訂支援"
1C9C8C5E,"你可以攜帶兩種不同武器和兩項配備。"
1CB19AB6,"[BF1]發射空爆彈藥的迫擊砲，能在大區域內造成爆破傷害。對抗步兵特別有效。 | [BF4]利用地形格線瞄準系統發射高性能炸藥的遙控60mm迫擊炮。砲彈以彈道路線前進，並可能擊中發射器和目標之間的物體。高速射擊準度非常低，單發砲彈精準度高。"
1CB4C038,"玩家"
1CB8E9CD,"DICE FROSTBITE2 AUDIO ENGINEER"
1CB9F907,"[BF1]Battlelog 圖章 | [BF4]Battlelog圖章"
1CC17174,"戰鬥包"
1CCF6D01,"DICE QA PROJECT MANAGERS"
1CDF1297,"獲得團隊死鬥勳帶50次"
1CE47C99,"團隊死鬥勳章"
1CF6DA44,"小隊雷射目標命中"
1CFA6926,"戰場升級"
1CFD9AD7,"自由視角向下"
1D035910,"使用VDV越野車擊殺500人"
1D08C312,"VDV越野車大師狗牌"
1D0DD724,"你若已加入小隊，即可選擇仍在戰場上的小隊員直接進行部署，一如在普通部署點上的做法。"
1D0FE1FB,"下一個解鎖項目："
1D14D471,"設置為私人"
1D18B804,"EA CERTIFICATION PROJECT MANAGERS"
1D22B589,"DICE VIDEO PRODUCTION"
1D23214A,"[BF1]以偵察兵種玩 50 小時 | [BF4]以偵察部隊身份玩50小時"
1D236B3E,"組態"
1D288B4C,"偵察兵時間狗牌"
1D2F60C5,"[BF1]指揮官在測試版尚未解鎖。 | [BF4]測試版的指揮官未解鎖。"
1D30AB1D,"准將VI"
1D32FC1D,"往上切換清單項目"
1D49484F,"彈射座椅故障"
1D519644,"正在取得統計資料…"
1D5C710E,"[BF1]少尉IV | [BF4]四級准尉III"
1D622D07,"俄語"
1D69E0AC,"[BF1]設定檔毀損。儲存資料也已經毀損，無法載入。選 [確定] 可重新開始遊戲，下次存檔時會覆蓋毀損的設定檔。 | [BF4]設定檔毀損。您儲存的資料受損，無法載入。選「確定」可開始新遊戲，下次存檔時會覆蓋毀損的設定檔。"
1D6F21AA,"安裝內容中"
1D825012,"下次重生時使用工程兵"
1DB2936D,"設定後處理品質。提高設定值可能會降低效能。"
1DB58C7F,"無法重新啟動伺服器，必須先儲 存為私人伺服器。"
1DC08385,"滿意"
1DC7571D,"[BF1]緩落 | [BF4]降低墜落傷害"
1DD28C63,"EA CERTIFICATION LATE SHIFT"
1DD2DC76,"GLOBAL IT PROGRAM MANAGER"
1DD7B8E9,"設定網格質感。提高設定值可能會降低效能。"
1DDE98D9,"用任何手槍殺敵4人"
1DE402DB,"手槍勳帶"
1DEC814A,"停用切換團隊"
1DF167F8,"你已經"
1E12598C,"DIR EU PRODUCT MANAGEMENT"
1E17CC8A,"你每次選擇新武器時，右方狀態條會與目前武器進行比較。綠色表示升高的數值，紅色表示下降的數值。"
1E193969,"在一回合內取得最高狙擊步槍擊殺數"
1E3EFAB7,"代表科威特的狗牌"
1E4464B9,"科威特"
1E4D7AE3,"緯度"
1E4D7C83,"經度"
1E4D9609,"距離"
1E6D987B,"無可用內容"
1E71938D,"[BF1]在選定的儲存裝置中已存有一個檔案，如欲變更儲存裝置，請從選項選單中選擇變更的儲存裝置。您要覆寫此檔案嗎？ | [BF4]在選定的儲存裝置中已存有一個檔案，如欲變更儲存裝置，請從選項選單中選擇變更的儲存裝置。你要覆寫此檔案嗎？"
