00044741,"無法連上《戰地風雲》的伺服器，無法取得伺服器資訊。請稍後再試。"
AFB592F0,"上海突圍銅狗牌"
AFB5D5DD,"機槍手燃燒彈"
AFB8EF8E,"EA MULTILINGUAL LOCALIZATION SPECIALIST"
AFBBD321,"兩天後"
AFCE63A5,"打開大門"
AFE6AB07,"'"
AFE96713,"自動部署"
AFEB5CD9,"SPECIAL IN OUR THOUGHTS"
AFF12773,"解散小隊中…"
AFF5426C,"無法儲存伺服器組態。{0:s}伺服器使用中的組態無法更改成{1:s}。"
AFFCADCF,"限《戰後餘生》征服模式"
B0032749,"設定徒步時的操作配置。"
B008FB56,"按住即可設置"
B012F563,"雷射導引"
B013A93B,"軍醫"
B016F68C,"佔領中"
B022CCC7,"TERMS OF SERVICE"
B025AABC,"中將III"
B02F9E88,"_"
B0354A8F,"HEAD OF QA"
B035FC10,"再次進擊"
B036E53C,"全螢幕顯示器"
B03CD842,"LOCALIZATION ENGINEERING AUDIO TEAM"
B03D481D,"爬上/下"
B0468411,"右 配備"
B04B3DC4,"在多人模式下進行5次狗牌擊殺"
B04B3DC5,"在每種遊戲模式下各贏一回合"
B04B3DC6,"在多人模式下使用M1911手槍擊殺45人"
B04B3DC7,"在殲滅時設置炸彈5次"
B04B3DC8,"晉升至階級25"
B04E8DBD,"你已領先"
B05170AD,"一級准尉V"
B0570410,"敵方重要目標"
B0581249,"被管理員殺了"
B05D4CED,"大聯盟"
B05D4CEE,"致命溫柔"
B05D4CEF,"居高臨下"
B05D4CF0,"蒼蠅拍"
B05D4CF1,"絕不言和"
B05DFD48,"LO"
B06E5E4E,"縮放模式下的目標顯示度"
B07789ED,"戰士裝備"
B0793364,"玩《Legacy Operations》地圖"
B07B1D87,"已消滅"
B09568AE,"保衛基地，若敵隊取得你的旗幟，你就無法奪旗得分"
B0A333FC,""
B0A333FD,"沿著河穿過邊界！"
B0B45519,"團隊總分"
B0BEC38F,"高級環狀紋狗牌"
B0C791DD,"阿曼灣2014"
B0D66E8E,"請通知我關於EA產品、新聞及活動的訊息。"
B0D96EB4,"你下次進入部署畫面時，將已選擇突擊裝備。"
B0DAD321,"英雄時刻小隊狗牌"
B0E5B168,"地圖循環名稱含有不雅文字。"
B0E6D33E,"小隊掃蕩勳帶數"
B0E74F3A,"30MM機砲"
B0E996B0,"使用U-100 MK5擊殺500人"
B0EB4FD6,"自衛系統"
B0EBC708,"推廣狗牌"
B0EF00B2,"U-100 MK5大師狗牌"
B0F1310A,"Razer狗牌"
B0F43F79,"聯合直接攻擊炸彈"
B1025ECB,"系統無法記錄你的回應。你下次登入時將再次出現通知。"
B1033B68,"雪上摩托車"
B11646D1,"此舉將修改兵力值等獲勝條件，欲拉長回合時間，請選擇大一點的數字。遊戲模式預設值為100。"
B133FA56,"代表馬利的狗牌"
B1344C2D,"SENIOR ENGINEERING DIRECTOR"
B1396458,"馬利"
B140DB43,"瞄準"
B14392E5,"漁村"
B14C3BCA,"請選擇欲部署的團隊基地並按下："
B17A155C,"SOCIAL COMMUNITY ONLINE MARKETING DIRECTOR ONLINE MARKETING"
B17FF03B,"旋轉/縮放"
B18DA123,"槍神獲勝數"
B1908FA5,""
B1946AE7,"指揮官選擇所有小隊（Ctrl +）"
B19673C8,"鄧恩：快點！快上去！愛爾蘭佬是邊開火邊接近。"
B19673C9,"鄧恩：掩護他！瑞克，就窗邊位置！馬上去！"
B19673CA,"派克：那箱子裡有彈藥。"
B19673E2,"鄧恩：能拿的盡量拿，然後用窗戶當掩護。"
B19673E3,"鄧恩：快補足裝備然後過來這裡！"
B19673E4,"鄧恩：大家彈藥都夠？"
B19673E5,"派克：了解。"
B19673E6,"鄧恩：瑞克，你還好嗎？"
B19673E7,"愛爾蘭佬：快點！你們到底在哪裡？"
B19673E8,"派克：瑞克去拿點彈匣！"
B19673E9,"愛爾蘭佬：我需要支援，各位我現在就需要支援！"
B19673EA,"派克：快點，動作快。"
B19673EB,"鄧恩：瑞克，都準備就緒了？"
B1A1B6F0,"5.56x45 NATO"
B1ADD415,"使用SCAR-H SV擊殺500人"
B1B02054,"以高級會員身份玩一次"
B1B33E17,"SCAR-H SV大師狗牌"
B1BE66F5,"獎勵訊息"
B1C80025,"代表喬治亞的狗牌"
B1CBC198,"水鄉澤國"
B1CD6A27,"喬治亞"
B1D30613,"運輸列車"
B1D30845,"團隊死鬥"
B1DBF067,"在叢林計劃中體驗小型征服、突襲、殲滅、奪旗以及連線模式"
B1DC3FD2,"社群任務狗牌"
B1DCC7B2,"代表索馬利亞的狗牌"
B1DDB9F5,"中國崛起 小隊死鬥"
B1DE4E64,"尖叫狗牌"
B1DE9BD9,"素面秋天"
B1E231B4,"索馬利亞"
B1E39B2D,"發射（輕點/輕觸）"
B1EAD98D,"索敵（輕點） 快速訊息（輕觸）"
B1EB64E2,"使用HT-95列夫科夫、XD-1雀鷹、羅氏Mk-1和史奇普耐夫42擊殺一人"
B1F872EB,"自訂2"
B1FAAA71,"配備箱"
B2029D40,"DICE PRODUCERS UI"
B205518F,"單人模式專屬狗牌"
B205FAC2,"SPAS-12武器戰鬥包內含四個項目。每一包會給你幾個SPAS-12專用附掛，直到你解鎖了全部。"
B2091CB8,"隊長，你一定得來看一下。"
B2091CB9,"什麼東西？"
B2091CBA,"你得親自看看。"
B2091CBB,"真想不到。他們什麼時候拿到這個的？"
B2091CBC,"九小時前。"
B2091CBD,"好。那好。誰去把瑞克和墓碑給我馬上找來。"
B2092923,"小任務"
B20ABB91,"怒海爭鋒銅狗牌"
B20CB3EE,"WP發射器"
B20F2255," "
B2106B9D,"尚未登入設定檔"
B2127C69,"擊沉張將軍的戰艦"
B2199A6B,"引爆"
B21AE237,"這圓弧型的前握把取名是因為造型顯然與馬鈴薯類似。將自動射擊影響降低15%以改善準度。請勿吞食。"
B21D0948,"IMAGINATION STUDIOS CEO"
B21D0A92,"IMAGINATION STUDIOS COO"
B21D0B37,"IMAGINATION STUDIOS CTO"
B223E48B,"為受引導的導彈使用雷射指定目標。即使無人操作也會繼續指定目標。"
B22E6A79,"霰彈槍"
B23AB5B1,"請選擇欲部署的團隊基地並按下："
B24C1D01,"M9武器戰鬥包內含四個項目。每一包會給你幾個M9專用附掛，直到你解鎖了全部。"
B24C4F26,"愛爾蘭佬：派克。"
B24C4F27,"愛爾蘭佬：派克！"
B24C4F28,"愛爾蘭佬：媽的快醒醒！"
B24C4F29,"愛爾蘭佬：他媽的快起來！"
B24C4F2A,"愛爾蘭佬：媽的快點！派克！"
B25C430B,"斥候精英"
B25EF671,"與EA Online的連線已中斷。"
B261EF33,"防禦"
B2689368,"減速"
B27AD35D,"中將IV"
B27E8637,"SCRIPTERS"
B2926E9A,"壕溝"
B2A01255,"WINGMAN ENGINEER"
B2A6994E,"特級准尉"
B2BA8F0B,"戰役 {0:d}%"
B2C36DCB,"5 [12口徑]"
B2C6A6B3,"M26附掛破片彈勤務之星"
B2CDB0AE,"M26附掛重彈頭勤務之星"
B2D149FD,"攻擊目標！"
B2D924EB,"蹲下（輕點） 臥倒（輕觸）"
B2DE03AE,"彎刀"
B2E44C16,"射擊訓練（4/10）"
B2E6B939,"派克：他們是俄軍對不對？特勤人員？他們一下子出現，一下子又消失了。"
B2E8EABD,"鄧恩：知道愛爾蘭佬在哪裡嗎？"
B2EEB054,"GLOBAL IT DEVELOPMENT MANAGERS"
B2F4EDB7,"Credits for libogg, libvorbis"
B2F549E3,"THANKS TO"
B2F72C97,"愛爾蘭佬：請求掩護火力協助我撤退！"
B2FC069E,"車庫"
B2FC069F,"都會"
B2FC06A0,"摩天大廈"
B2FC06A1,"商店街"
B2FC06A2,"美食區"
B2FC2465,"都會"
B2FC2466,"摩天大廈"
B2FC2467,"商店街"
B2FDDC7A,"小花沙漠"
B30A8996,"EAC ANIMATION SOFTWARE ENGINEER"
B30D0A9E,"A"
B30D0A9F,"B"
B30D0AA0,"C"
B313EC30,"高級蜂巢狗牌"
B318A07B,".50口徑機槍"
B32FFBC2,"英雄時刻 RPG 噴射狗牌"
B331E48F,"奪取並保衛目標。類似征服模式，但節奏較快地圖較小。無載具。"
B331F132,"與好友一同建立的小隊"
B336D8BE,"小隊顏色"
B33EBF51,"使用88式輕機槍擊殺500人"
B340EFA9,"推廣狗牌"
B3442953,"88式輕機槍大師狗牌"
B34659AB,"PDP狗牌"
B34CC78B,"管理玩家"
B35463AB,"伺服器狀態：私人"
B36059DB,"等級1：地雷 將反坦克地雷或M2地雷的數量上限提升至6  等級2：火箭 將反坦克地雷和防空彈藥的數量上限提升至7  等級3：提升炸藥部署數量 將炸藥部署上限提升至6  等級4：防彈 將爆炸時所受傷害降低15%"
B3677C8D,"必須追蹤。你現在可在步行時傾斜，以及在特定載具上追蹤頭部。"
B379838A,"使用QBS09式軍用霰彈槍擊殺500人"
B37DCDB5,"鐵砧2：八成沒逮到他。"
B37DCDB6,"鐵砧2：目標仍行動中。"
B37DCDB7,"鐵砧2：目標未遭破壞。"
B37DCDB8,"鐵砧2：未擊中目標。攻擊失敗。"
B37DCDB9,"鐵砧2：攻擊失敗。敵方仍存活。"
B37E8986,"烏龜變色"
B37EED8C,"QBS-09式軍用霰彈槍大師狗牌"
B37F7AB7,"派克：剛才是怎麼回事？"
B37F7AB8,"愛爾蘭佬：混蛋把聯絡網關閉了。我們得快點。"
B38922F7,"代表馬爾他的狗牌"
B38C2161,"頂尖指揮官"
B38E3DF0,"棕欖秋天"
B38E8CF9,"馬爾他"
B38FA00B,"C4炸藥"
B39660D3,"警告：中斷安裝可能會造成問題。"
B3A3B3C5,"一般設定"
B3A8617D,"增加敵方瞄準系統鎖定你所需時間的特殊電鍍。"
B3B0422C,"使用COMPACT 45擊殺500人"
B3B431F6,"佩槍"
B3B5AC2E,"COMPACT 45大師狗牌"
B3CB66EB,"地面載具目標"
B3DF5B4C,"觀看玩家10"
B3DF5B4D,"觀看玩家11"
B3DF5B4E,"觀看玩家12"
B3DF5B4F,"觀看玩家13"
B3DF5B50,"觀看玩家14"
B3DF5B51,"觀看玩家15"
B3DF5B52,"觀看玩家16"
B3EB9C42,"愛爾蘭佬：停火！"
B3EB9C43,"鄧恩：就是現在！幹掉他們！"
B3EB9C44,"愛爾蘭佬：我急需掩護火力！我動不了！"
B3EB9C45,"鄧恩：瑞克！敵人在對面窗戶！"
B3EB9C46,"愛爾蘭佬：他們把我困住了！"
B3EB9C47,"鄧恩：安全！槍法真漂亮！"
B3EB9C48,"派克：後面還有！有沒有看見？"
B3EB9C49,"鄧恩：左邊還有兩個。宰了他們！"
B3EB9C4A,"愛爾蘭佬：我還是被困住，各位！"
B3EB9C62,"鄧恩：瑞克！十點鐘方向！轟掉他們！"
B3EB9C63,"派克：還有東西在動嗎？"
B3EB9C65,"愛爾蘭佬：幫我一把。"
B3EB9C66,"派克：愛爾蘭佬，你還好嗎？"
B3EB9C67,"愛爾蘭佬：媽的。看來這間藏身所不安全了。"
B3EB9C68,"鄧恩：墓碑。出發！"
B3EB9C69,"愛爾蘭佬：留意你的砲火！"
B3EB9C6A,"愛爾蘭佬：別射擊！正準備轟了這混蛋！"
B3EB9C6B,"愛爾蘭佬：別射擊！正準備開槍殺出血路！"
B3EB9C83,"愛爾蘭佬：別射擊！正準備開槍從窗戶出去！"
B3EB9C84,"愛爾蘭佬：留意你的砲火！友軍接近中！"
B3EB9C85,"愛爾蘭佬：別射擊！我來了！"
B3EB9C86,"愛爾蘭佬：留意你的砲火！來了！"
B3EB9C87,"愛爾蘭佬：別射擊！是我！"
B3EB9C88,"愛爾蘭佬：留意你的砲火！從窗戶進來了！"
B3EB9C89,"愛爾蘭佬：啊！媽的！別碰我！"
B3EB9C8A,"鄧恩：他從窗戶進來了！"
B3EB9C8B,"鄧恩：他在那裡！"
B3EB9C8C,"鄧恩：愛爾蘭佬，小心！"
B3EB9CA4,"鄧恩：愛爾蘭佬，頭壓低。我們會掩護你。"
B3EB9CA5,"愛爾蘭佬：給我壓制火力！我被困住了！"
B3EB9CA6,"愛爾蘭佬：把他們逼開。他們把我困住了！"
B3EB9CA7,"愛爾蘭佬：他媽的快幫我逃出去！"
B3EB9CA8,"愛爾蘭佬：快點！我非得逃出去不可！"
B3EB9CA9,"愛爾蘭佬：壓制火力！拜託趕快！"
B3EB9CAA,"派克：好，我們先快離開這裡吧。"
B3F98A48,"DS-3誘餌"
B4039EA8,"德製手動狙擊步槍。這種步槍命中率高又可靠，有多種組態可供選擇，目前使用者包括德國幾個警方單位與世界各地的運動團體。"
B4116F55,"徘徊"
B4186040,"FIM92刺針飛彈"
B41CEF03,"[personaname]勝利"
B41D28C6,"代表德國的狗牌"
B41E0DCA,"愛爾蘭佬：我們一找到美軍就得傳話給瓦爾基麗號。加里森知道船上有誰。漢娜，對不對？"
B41E0DCB,"漢娜：他知道，但沒別人知道。愈少人知道愈好。"
B41E0DCC,"愛爾蘭佬：對，你說得很對。"
B42292C8,"德國"
B423D93C,"無主要配件"
B424BA8F,"搭載專門對付飛機的武器的水陸裝甲戰鬥載具。"
B42DF167,"征服"
B431F053,"代表南非的狗牌"
B4337705,"突擊山羊狗牌"
B435317A,"狙擊步槍勳帶x3"
B435317B,"在「海軍風暴」地圖上以C4炸死5人"
B4375A55,"南非"
B448648A,"管理室"
B44A3D1B,"擊殺敵人"
B45262E2,"河川防禦工事"
B452DAF9,".50口徑機槍"
B454359A,"搖桿"
B45A7A30,"單人模式專屬狗牌"
B45E4559,"瑞克，都準備好了？三十秒倒數發射。"
B45E455A,"你看，這些太厲害了。哇哈！"
B45E455B,"墓碑，上陣了！加里森隨時會發射那枚飛彈。瑞克，檢查裝備。"
B45E455C,"派克，少說笑話了！加里森隨時會發射那枚飛彈。瑞克，檢查裝備。"
B45E455D,"呼叫墓碑4，這裡是堡壘。倒數十秒發動。我討了一堆人情才促成這件事。別搞砸了。三、二、一。出發了。"
B45E455E,"加油了。先完成這一步再說。"
B45E455F,"動作快！快沒時間了。我們出發吧。"
B45E4560,"瑞克，由你來吧！"
B45F6A83,"開放旁觀者"
B45FE432,"颶風攔截銅狗牌"
B46304B8,"密碼太長"
B4651EE3,"編輯搜尋"
B469ECFB,"連環殺手"
B46AD0DE,"提供掩護火力以抵抗來襲的敵人。"
B48015AD,"時間："
B482EA22,""
B48A97A2,"佩槍"
B48B7D04,"預設"
B49E4809,"跟著帝瑪"
B4AB158A,"DICE DEVELOPMENT DIRECTOR"
B4C3EA84,"進行安裝"
B4CE8407,"架好腳架"
B4CFFBFE,"中將V"
B4D474A4,"ADDITIONAL VOICE OVER DESIGNERS"
B4D4DD9A,"棕欖森林"
B4D60F6D,"科維特：大家準備好走人了？"
B4D60F6E,"愛爾蘭佬：可以走了。"
B4D60F6F,"愛爾蘭佬：喂，你們聽！"
B4D60F70,"派克：有生還者！"
B4D60F71,"科維特：可能是機器的聲音。我們得走了。水愈漲愈快。"
B4D60F74,"愛爾蘭佬：不是機器的聲音。是有人弄出來的聲音。"
B4D60F75,"愛爾蘭佬：長官？聽起來像有美軍水手被困－－"
B4D60F8D,"科維特：中士，沒這回事。"
B4D60F8E,"愛爾蘭佬：他媽的才沒這回事！我們絕不拋下任何人！"
B4D60F8F,"科維特：這裡時間地點都不對。中士你懂不懂！現在有數萬條命背在我們身上。不是他媽的幾個而已。"
B4D60F90,"愛爾蘭佬：就連幾個也是人。我們跟你不一樣。"
B4D60F91,"科維特：比你想像中還多，現在快走！"
B4D60F92,"愛爾蘭佬：長官？聽起來是求救信號。可能有人受困。"
B4D60F93,"愛爾蘭佬：他媽的不是說要找情報和－－生還者？"
B4D60F94,"愛爾蘭佬：他是大混蛋。這裡如果有人，我們不能光丟下他們不管。這樣子不對！"
B4D60F95,"派克：愛爾蘭佬，我知道，我知道。"
B4D60F96,"別擔心。我們一定能找到他們。"
B4D60FAE,"對。非找到不可。快點，我們走吧。"
B4E20BCF,"圖示顯示度"
B4E3D869,"切換雷射/手電筒"
B4E86A75,"GLOBAL IT SENIOR DIRECTOR ONLINE ARCHITECTURE"
B4FB556C,"中"
B4FB7D35,"愛爾蘭佬：那是他媽的雪嗎？"
B4FB7D36,"帝瑪：撐著點！我需要時間！"
B4FB7D37,"帝瑪：快好了！"
B4FB7D38,"愛爾蘭佬：淨空！他們全掛了！"
B4FB7D39,"帝瑪：快點！"
B4FB7D3A,"帝瑪：夠好了。"
B4FB7D3B,"愛爾蘭佬：瑞克！上方有直升機！"
B4FB7D3C,"愛爾蘭佬：屋頂方向來襲！"
B4FB7D3D,"愛爾蘭佬：瑞克，你聽！有直升機！"
B4FB7D55,"愛爾蘭佬：保護主控室！"
B4FB7D56,"愛爾蘭佬：擋住他們！"
B4FB7D57,"帝瑪：還有直升機！"
B4FB7D58,"愛爾蘭佬：敵人從屋頂來！"
B4FB7D59,"他們要側襲！掩護我！"
B4FB7D5A,"守住兩側！"
B4FB7D5B,"愛爾蘭佬：把他們逼退！把他們逼退！"
B4FB7D5C,"愛爾蘭佬：希望這是最後一波。"
B4FB7D5D,"愛爾蘭佬：媽的，還真難搞。瑞克，你還好嗎？"
B4FB7D5E,"愛爾蘭佬：好了，俄國佬。把門打開！"
B4FB7D76,"帝瑪：好好好。我知道的。"
B4FB7D77,"愛爾蘭佬：好極了！門開了！"
B4FB7D78,"愛爾蘭佬：啊！他媽的卡住了！"
B4FB7D79,"帝瑪：你看我們可以從下面過去。沒問題的。"
B4FB7D7A,"愛爾蘭佬：對，夠好了。瑞克，你先吧？"
B4FB7D7B,"帝瑪：可惡裡面好黑。"
B4FB7D7C,"帝瑪：你要下去嗎？"
B4FB7D7D,"愛爾蘭佬：瑞克，我會緊跟在後。"
B4FB7D7E,"帝瑪：美國人，小心點。"
B4FB7D7F,"愛爾蘭佬：他們就快來了。準備好！"
B4FB7D97,"愛爾蘭佬：快拿闊刀地雷和炸藥，用得上的全部拿！"
B4FB7D98,"愛爾蘭佬：瑞克，快過來！"
B4FBC1EF,"特級准尉II"
B4FD286C,"藍天"
B4FD5987,"增援小隊"
B5077188,"ID_P_VWNAME_M1A2LDVVVVVVVVVV"
B50C27FE,"霰彈槍"
B50C7A1A,"空域優勢"
B51769CB,"避免敵人追捕，並利用情資從巴庫逃離。"
B5188D2D,"碎片"
B51A638F,"抵達第二撤離點"
B527EFBF,"DIRECTOR LABEL AND SITE IT"
B534010D,"無加乘"
B537ACBD,"取得連線勤務之星"
B53D16BF,"連線狗牌"
B53F5FA6,"無法儲存玩家設定檔。"
B554A4CE,"RALPH POGOSIAN"
B55850D0,"中國崛起"
B561C761,"讓你臥倒時能在大多數掩護上進入支援射擊模式。部署後能改善穩定性和準度。"
B56DB2DA,"空中雷達"
B579D1C3,"申請成為指揮官"
B57F2190,"開啟/關閉雷射瞄準器"
B5801CA0,"QUALITY ENGINEERING LEAD"
B58680AE,"大型突擊航母"
B593E7F2,"使用LSAT擊殺500人"
B596184A,"推廣狗牌"
B599289A,"部署攜帶型主動防禦系統"
B59951F4,"LSAT大師狗牌"
B59B824C,"Astro狗牌"
B59C2B58,"AUDIO ANALYSTS"
B5A23609,"魅影"
B5A7EFA5,"迅猛龍"
B5A8FEE6,"上/下 移動"
B5A9D743,"DATABASE ARCHITECT"
B5B41061,""
B5B6E5F3,"TGPA-5消音器"
B5BF7745,"CTE專家"
B5BFBD2C,"預設"
B5C30636,"爆頭獎勵"
B5C3ED15,"你需要登入Xbox Live以使用Xbox Live遊戲功能。"
B5C53131,"使用M26附掛擊殺100人"
B5CEAC2B,"使用870MCS擊殺500人"
B5D05375,"同軸輕機槍"
B5D16A9A,"熱感應視鏡"
B5D2E82F,"導向飛彈"
B5D3AC29,"紅外線夜視鏡"
B5D4162D,"870MCS大師狗牌"
B5D782F3,"動態偵測器"
B5DB8B85,"穩定準心"
B5DBE802,"警示紅色成分"
B5DCF1EF,"變焦視鏡"
B5DE4B98,"代表馬紹爾群島的狗牌"
B5E3B59A,"馬紹爾群島"
B5EA525F,"團隊死鬥"
B5EF8003,"玩家已離開伺服器。"
B5F20D30,"COO - FPS AND FROSTBITE"
B6056ACD,"使用.44麥格農擊殺500人"
B60828EE,"循環瞄準距離"
B60A9C50,"兵變進行中"
B60AD4CF,".44麥格農大師狗牌"
B60DCA0B,"無地圖極難模式拿掉了小地圖並減少了抬頭顯示項目。此模式也加入了友軍砲火，並降低士兵生命值及停用生命恢復。"
B60F1818,""
B62C4783,"PUBLIC RELATIONS PR DIRECTOR"
B62D07B8,"SENIOR DEVELOPMENT DIRECTORS"
B62DA490,"資料中心"
B62DA491,"發電廠"
B62DA492,"島嶼"
B62DA493,"研究所"
B62DA494,"宿舍"
B62DC257,"發電廠"
B62DC258,"島嶼"
B62DC259,"研究所"
B638A239,"波紋"
B63960C6,"武器附掛"
B640C4E4,"愛爾蘭佬：照你看－－賽吉波西將軍剛才出賣我們了嗎？"
B640C4E5,"鄧恩：若真如此，他是賭錯邊了。他手下把他打得很慘。"
B640C4E6,"派克：慘了。"
B640C4E7,"愛爾蘭佬：噓！"
B640C4E8,"愛爾蘭佬：又有俄國兵。"
B640C4EA,"派克：他們不會讓我們偷偷溜走。"
B640C4EB,"鄧恩：呼叫堡壘，這裡是墓碑隊長，我們拿到包裹了，但也捅到蜂窩。正往撤離點移動。"
B640C503,"加里森：收到，墓碑。直升機來了。讓你的小隊就位。完畢。"
B640C504,"愛爾蘭佬：瑞克，你要來嗎？"
B640C505,"瑞克，打前鋒。"
B640C506,"我們已經在等了。"
B640C507,"派克：喂。快點。我們走。"
B640C508,"派克：真是的。"
B6471EAF,"上 加速"
B65445A0,"前往駕駛艙"
B65DD75E,"選擇小隊隱私設定（目前關閉中）"
B6725167,"代表迦納的狗牌"
B677BB69,"迦納"
B67B3014,"慢慢恢復單一士兵生命值的單次使用醫護包，即使行進間也能使用。一旦受傷就會取消治療過程。"
B6851E59,"生產線"
B6851E5A,"坦克車"
B6851E5B,"製造廠"
B68718F4,"代表南喬治亞及南三明治群島的狗牌"
B6889FA6,"外星三人行狗牌"
B68BEB2B,"SENIOR PRODUCER"
B68C82F6,"南喬治亞及南三明治群島"
B695C4FF,"無武器"
B697EBD4,"需要彈藥；需要彈藥"
B69AA242,"DICE LEAD DESIGNER COOP"
B69BF144,"排名"
B6A12C0E,"需要搭車；需要運載"
B6A19E8F,"請求掃描"
B6A2A8B7,"SAIGA 12K霰彈槍"
B6A526F3,"這種組態可以在「無排名」和「私人」伺服器上使用。"
B6AA0AF2,"縮放X1"
B6AA0AF3,"縮放X2"
B6ABDDD2,"幫助科維特"
B6AFA2D1,"單人模式專屬狗牌"
B6B19D77,"ID_P_VWNAME_MI28LDVVVVVVVVVV"
B6B36DFA,"家裡還有新玩具等著我。"
B6B36DFB,"派克，我又準備出勤了。"
B6B36DFC,"真的？"
B6B36DFD,"1969年野馬老大。那寶貝馬力可強了。"
B6B36DFE,"全都怪墓碑。我天性就愛行動。我能幫這些反抗軍出點力。"
B6B36DFF,"真好！那樣太好了！"
B6B36E00,"小心！是我們的！"
B6B50CD3,"越獄風雲銅狗牌"
B6B7F440,"繼續往撤離點前進。"
B6BCE9DE,"船隻勳帶數"
B6D27B62,"BUILD MANAGER"
B6D9FC9F,"開放給好友"
B6E430E6,"移動滑鼠"
B6EF67AA,"HEAD OF DATA PROGRAM MANAGEMENT"
B6EFB589,"基於情境的命令下達"
B6F7AC1C,"步兵"
B6FEC2BE,"SPECIAL THANKS OFF DUTY GAMERS"
B7052273,"解鎖巨人殺手狗牌"
B7184E63,"潛入監獄"
B725249F,"中將VI"
B72D056E,"近戰"
B72E95AC,"使用SR-2擊殺500人"
B72F10ED,"這套高級戰鬥包內含全新高級版專屬迷彩！"
B73121E0,"ORIGIN LIVE OPS"
B733FFAE,"SR-2大師狗牌"
B7356C7D,"小隊治療"
B7365C8E,"攻擊命令（輕點） 戰術面甲（輕觸）"
B7370E40,"兵變臨界值"
B738F4BE,"破壞者"
B749B5AB,"夜獵行動（大型）"
B750A5F8,"帝瑪：你想不想上帝的笑聲－把你的計劃說給祂聽就行了。"
B750EA90,"特級准尉III"
B75F59DF,"打開/關閉手電筒"
B7605D01,"右ALT"
B760BA2E,"右WIN"
B76434B8,"啟用色盲輔助抬頭顯示的顏色"
B76A8A75,""
B76DB1B2,""
B76FE1B2,"你可以在你隊伍控制的基地進行部署"
B785AA4C,"EA QA PROJECT MANAGEMENT OFFICE"
B78B8BB5,"AWS輕機槍"
B78BD781,"SR-2衝鋒槍"
B791C384,"無法聊天因為你的Sony Entertainment Network帳號已關閉聊天功能。"
B79322A6,"草地變色"
B7942805,"緯度"
B79429A5,"經度"
B794432B,"距離"
B799B6B9,"EA GLOBAL PRODUCT LIFECYCLE MANAGEMENT"
B7A7E210,"HUMAN RESOURCES / TALENT AQUISITIONS"
B7A8E090,"最終反擊"
B7AA2DC4,"錯誤資訊"
B7AE2A1D,"無法離開小隊"
B7BBBDE6,"素面沙漠"
B7BDCC9E,"毒箭頭"
B7BE4383,"ID_P_VUDESC_NOACTIVEGVVVVVVVVVV"
B7BE438C,"ID_P_VUDESC_NOACTIVEPVVVVVVVVVV"
B7C1D3B0,"使用M320 3GL擊殺100人"
B7C20559,"征服防衛"
B7C23FF3,"使用M320低射速榴彈擊殺100人"
B7C25BEC,"使用M320 SHG擊殺100人"
B7C328A5,"你若更改地圖循環的體驗類型，目前循環將會遭到清除。是否要繼續？"
B7D3125B,"贏得一回合突襲"
B7D87C5D,"突襲勳帶"
B7E68362,"這種獨特狗牌需透過白銀或黃金戰鬥包解鎖"
B7E91093,"使用PKP佩切涅格擊殺500人"
B7EBED64,"絕對金屬狗牌"
B7EE7A95,"PKP佩切涅格機槍大師狗牌"
B7F8D70A,"無法儲存地圖循環。「官方」伺服器使用中的地圖循環無法使用自訂體驗。"
B8079089,"中度參與CTE而定期頒發"
B80CFA8B,"CTE菜鳥狗牌"
B81787B2,"選擇小隊"
B823D4CC,"使用M1014擊殺500人"
B8293ECE,"M1014大師狗牌"
B8303733,"選擇是否在載具乘員和玩家小隊成員清單中顯示玩家階級。"
B8337439,"代表馬提尼克的狗牌"
B8374B16,"夥同你的隊友一同攻擊或保衛成雙M-COM目標。有各種裝備、配備、載具供你使用。"
B838DE3B,"馬提尼克"
B84E5C68,"你達到了最後一級"
B854B484,"中國崛起 殲滅"
B85A936E,"使用矮子12口徑霰彈槍擊殺500人"
B85FFD70,"矮子12口徑霰彈槍大師狗牌"
B863CFD9,"浮萍"
B8865261,"ADDITIONAL DESIGNER"
B88718B9,"PRODUCER AND LEAD SOFTWARE ENGINEER"
B895ED84,"鄧恩：快點上去屋頂。"
B895ED85,"派克：這破地方看得我一直頭皮發麻。"
B895ED86,"愛爾蘭佬：對，出爛任務真讓我好想家。"
B895ED87,"鄧恩：別出聲。保持警覺。想辦法上去哈金斯那裡。"
B897FCC5,"奪旗勤務之星"
B8980712,"快速攻擊船隻勤務之星"
B898148D,"步兵戰車勤務之星"
B89818AB,"噴射機勤務之星"
B898250B,"主戰坦克勤務之星"
B8AB35D4,"龍之獠牙"
B8BE3B14,"選擇是否於小隊列表中顯示小隊員請求圖示。"
B8C77A08,"代表直布羅陀的狗牌"
B8CCE40A,"直布羅陀"
B8D8EFFF,"加里森：但它算是受創戰艦。各位，我們現在離家很遠。身在敵方海域。"
B8D8F000,"加里森：我看我們還沒遇過更糟糕的情況，所以很高興有你們陸戰隊在。"
B8D8F001,"加里森：瑞克中士，我15分鐘後要聽簡報。墓碑交給你了。"
B8DC4195,"代表南蘇丹的狗牌"
B8DDC847,"機降救星狗牌"
B8E1AB97,"南蘇丹"
B8E78BC7,"好友抬頭顯示世界圖示"
B8E9C507,"橋上有軍人。"
B8E9C508,"你確定？"
B8E9C509,"好大陣仗的中國部隊。"
B8EC31AC,"DS-3誘餌"
